Travel & Transport,Outdoors & Recreation,Shop & Service,Food,Nightlife Spot,Professional & Other Places,College & University,Residence,Arts & Entertainment,Event
7.258031833855603E-4,7.258031833855603E-4,9.677375778474138E-4,0.0012096719723092672,0.0014516063667711207,0.0016935407612329741,0.0,0.0,4.838687889237069E-4,0.0
4.840469267402339E-4,2.4202346337011694E-4,2.4202346337011694E-4,0.0029042815604414032,7.260703901103508E-4,0.0016941642435908185,0.0,2.4202346337011694E-4,7.260703901103508E-4,0.0
5.181766500647675E-4,0.0,5.181766500647675E-4,2.5908832503238375E-4,5.181766500647675E-4,0.001036353300129535,0.0,0.004404501525550523,0.0,0.0
0.0019358313450450694,7.259367543919011E-4,0.0,7.259367543919011E-4,7.259367543919011E-4,4.8395783626126735E-4,0.002177810263175703,2.4197891813063367E-4,2.4197891813063367E-4,0.0
2.5035373713037056E-4,0.0,0.0,0.001251768685651853,5.007074742607411E-4,0.001752476159912594,0.0030042448455644467,2.5035373713037056E-4,2.5035373713037056E-4,0.0
0.0019344076219335413,2.4180095274169266E-4,7.254028582250781E-4,4.8360190548338533E-4,4.8360190548338533E-4,0.0012090047637084633,0.0,0.0019344076219335413,2.4180095274169266E-4,0.0
5.006460375116559E-4,0.0,0.0017522611312907957,0.002252907168802452,2.5032301875582794E-4,7.509690562674838E-4,5.006460375116559E-4,0.0012516150937791398,0.0,0.0
4.8383911606005785E-4,7.257586740900868E-4,2.4191955803002892E-4,0.0012095977901501445,2.4191955803002892E-4,0.004112632486510491,0.0,0.0,2.4191955803002892E-4,0.0
9.676188959716139E-4,2.4190472399290348E-4,7.257141719787105E-4,0.003144761411907745,4.8380944798580695E-4,9.676188959716139E-4,0.0,0.0,7.257141719787105E-4,0.0
0.0019352377919432278,0.0012095236199645173,0.0,9.676188959716139E-4,4.8380944798580695E-4,0.0019352377919432278,2.4190472399290348E-4,0.0,4.8380944798580695E-4,0.0
4.267075636618106E-4,0.0,4.267075636618106E-4,0.0,4.267075636618106E-4,4.267075636618106E-4,0.0,0.005547198327603538,0.0,0.0
0.0010006783022477878,7.505087266858408E-4,0.0012508478778097349,0.0010006783022477878,7.505087266858408E-4,7.505087266858408E-4,5.003391511238939E-4,0.0010006783022477878,2.5016957556194696E-4,0.0
4.267075636618106E-4,0.0,4.267075636618106E-4,0.0,4.267075636618106E-4,4.267075636618106E-4,0.0,0.005547198327603538,0.0,0.0
