Timestamps(ms),Latitude,Longitude,f(Arts & Entertainment),f(College & University),f(Event),f(Food),f(Nightlife Spot),f(Outdoors & Recreation),f(Professional & Other Places),f(Residence),f(Shop & Service),f(Travel & Transport)
1393522599075,45.35970148055611,9.190020288516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393522599075,45.359696449467016,9.193020759436754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1393522599075,45.3596913395587,9.196021229559296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393522599075,45.35968615083121,9.19902169887122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393522599075,45.35968088328462,9.202022167360116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1393522599075,45.359675536918964,9.20502263501358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1393522599075,45.35967011173432,9.208023101819204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393522599075,45.359664607730735,9.211023567764578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393522599075,45.35965902490827,9.214024032837294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393522599075,45.359653363266986,9.217024497024944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393522599075,45.35964762280695,9.220024960315126,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1393522599075,45.35964180352823,9.223025422695425,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
1393522599075,45.35963590543087,9.22602588415344,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1393522599075,45.359629928514956,9.229026344676761,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
1393522599075,45.35962387278054,9.232026804252982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
